,C_CID,C_RES,C_Scope,C_URI,R_AC,R_Scope,R_Token,R_data,R_i_state,grant,i_state,CR_AC,CR_CID,CR_GT,CR_Token,CR_URI,Token,UR_AC,UR_CID,UR_GT,UR_URI,data,timeOut,U_AC,U_CID,U_RES,U_Scope,U_URI,U_i_state,label
1610,29533,1,1,2037,14451,1,27721,15762,27913,2,27913,14451,29533,2,27721,2037,27721,14451,29533,2,2037,15762,9,14451,29533,1,1,2037,27913,0
1611,33606,1,2,43816,17070,2,22806,21603,46465,2,46465,17070,33606,2,22806,43816,22806,17070,33606,2,43816,21603,4,17070,33606,1,2,43816,46465,0
1612,46922,1,2,14886,46050,2,41046,15522,29468,1,29468,46050,46922,1,41046,14886,41046,46050,46922,1,14886,15522,10,46050,46922,1,2,14886,29468,0
1613,15434,2,2,13756,10276,2,38306,29412,49773,2,49773,10276,15434,2,38306,13756,38306,10276,15434,2,13756,29412,5,10276,15434,2,2,13756,49773,0
1614,37342,2,1,35551,5408,1,49872,18506,32816,2,32816,5408,37342,2,49872,35551,49872,5408,37342,2,35551,18506,3,5408,37342,2,1,35551,32816,0
1615,37278,1,1,12939,48830,1,13938,2850,42119,2,42119,48830,37278,2,13938,12939,13938,48830,37278,2,12939,2850,10,48830,37278,1,1,12939,42119,0
1616,46769,1,1,49663,49717,1,20420,8552,37929,1,37929,49717,46769,1,20420,49663,20420,49717,46769,1,49663,8552,5,49717,46769,1,1,49663,37929,0
1617,26196,1,2,35721,28925,2,11479,36060,18977,2,18977,28925,26196,2,11479,35721,11479,28925,26196,2,35721,36060,3,28925,26196,1,2,35721,18977,0
1618,34247,1,2,19719,45716,2,39837,45404,49762,1,49762,45716,34247,1,39837,19719,39837,45716,34247,1,19719,45404,3,45716,34247,1,2,19719,49762,0
1619,11553,2,1,24516,29222,1,30614,20705,29081,2,29081,29222,11553,2,30614,24516,30614,29222,11553,2,24516,20705,7,29222,11553,2,1,24516,29081,0
1620,31063,1,1,18960,25817,1,34373,15128,9668,1,9668,25817,31063,1,34373,18960,34373,25817,31063,1,18960,15128,9,25817,31063,1,1,18960,9668,0
1621,21115,1,1,48221,40036,1,908,29055,20519,1,20519,40036,21115,1,908,48221,908,40036,21115,1,48221,29055,10,40036,21115,1,1,48221,20519,0
1622,27132,2,2,26061,18160,2,42990,3144,7273,2,7273,18160,27132,2,42990,26061,42990,18160,27132,2,26061,3144,3,18160,27132,2,2,26061,7273,0
1623,30490,1,2,29817,19214,2,8356,14982,26478,1,26478,19214,30490,1,8356,29817,8356,19214,30490,1,29817,14982,3,19214,30490,1,2,29817,26478,0
1624,6973,2,2,17619,25630,2,17915,42851,23376,1,23376,25630,6973,1,17915,17619,17915,25630,6973,1,17619,42851,8,25630,6973,2,2,17619,23376,0
1625,41148,2,1,22170,8845,1,16865,9943,4632,1,4632,8845,41148,1,16865,22170,16865,8845,41148,1,22170,9943,8,8845,41148,2,1,22170,4632,0
1626,31281,2,2,14009,13354,2,14897,49351,5744,2,5744,13354,31281,2,14897,14009,14897,13354,31281,2,14009,49351,9,13354,31281,2,2,14009,5744,0
1627,11891,1,1,31468,40717,1,156,5024,28615,2,28615,40717,11891,2,156,31468,156,40717,11891,2,31468,5024,8,40717,11891,1,1,31468,28615,0
1628,37954,2,1,31438,30305,1,36293,16197,22613,1,22613,30305,37954,1,36293,31438,36293,30305,37954,1,31438,16197,5,30305,37954,2,1,31438,22613,0
1629,24589,2,2,23556,13194,2,733,11251,38575,1,38575,13194,24589,1,733,23556,733,13194,24589,1,23556,11251,3,13194,24589,2,2,23556,38575,0
1630,22300,1,2,26244,46804,2,48089,4261,46740,2,46740,46804,22300,2,48089,26244,48089,46804,22300,2,26244,4261,4,46804,22300,1,2,26244,46740,0
1631,24349,2,1,23634,48325,1,4596,47802,28575,1,28575,48325,24349,1,4596,23634,4596,48325,24349,1,23634,47802,10,48325,24349,2,1,23634,28575,0
1632,13877,1,2,48349,8300,2,24803,30652,16313,2,16313,8300,13877,2,24803,48349,24803,8300,13877,2,48349,30652,10,8300,13877,1,2,48349,16313,0
1633,39847,2,1,29417,29960,1,6644,32120,13227,2,13227,29960,39847,2,6644,29417,6644,29960,39847,2,29417,32120,5,29960,39847,2,1,29417,13227,0
1634,3025,1,2,38573,221,2,32674,27327,36446,2,36446,221,3025,2,32674,38573,32674,221,3025,2,38573,27327,3,221,3025,1,2,38573,36446,0
1635,28501,1,2,1423,49800,2,12674,35562,1984,1,1984,49800,28501,1,12674,1423,12674,49800,28501,1,1423,35562,4,49800,28501,1,2,1423,1984,0
1636,27915,2,1,12082,20902,1,19360,11652,17640,2,17640,20902,27915,2,19360,12082,19360,20902,27915,2,12082,11652,6,20902,27915,2,1,12082,17640,0
1637,25493,1,1,45515,43188,1,15813,29801,31345,2,31345,43188,25493,2,15813,45515,15813,43188,25493,2,45515,29801,9,43188,25493,1,1,45515,31345,0
1638,7260,1,2,24701,13963,2,25385,48791,4873,2,4873,13963,7260,2,25385,24701,25385,13963,7260,2,24701,48791,4,13963,7260,1,2,24701,4873,0
1639,15932,1,1,17686,14605,1,6366,4355,16336,1,16336,14605,15932,1,6366,17686,6366,14605,15932,1,17686,4355,8,14605,15932,1,1,17686,16336,0
1640,36352,1,1,43909,48758,1,32816,33300,1879,1,1879,48758,36352,1,32816,43909,32816,48758,36352,1,43909,33300,4,48758,36352,1,1,43909,1879,0
1641,6328,1,1,5114,2364,1,24098,26044,22638,2,22638,2364,6328,2,24098,5114,24098,2364,6328,2,5114,26044,4,2364,6328,1,1,5114,22638,0
1642,9214,1,1,18669,16166,1,2975,32121,19605,2,19605,16166,9214,2,2975,18669,2975,16166,9214,2,18669,32121,7,16166,9214,1,1,18669,19605,0
1643,45711,2,1,24224,1744,1,22144,15145,49091,1,49091,1744,45711,1,22144,24224,22144,1744,45711,1,24224,15145,8,1744,45711,2,1,24224,49091,0
1644,26372,1,1,23029,13722,1,21107,36992,13201,2,13201,13722,26372,2,21107,23029,21107,13722,26372,2,23029,36992,4,13722,26372,1,1,23029,13201,0
1645,20129,1,2,3277,48536,2,1102,7597,45078,2,45078,48536,20129,2,1102,3277,1102,48536,20129,2,3277,7597,8,48536,20129,1,2,3277,45078,0
1646,15136,2,1,29828,3364,1,24044,8556,31589,2,31589,3364,15136,2,24044,29828,24044,3364,15136,2,29828,8556,10,3364,15136,2,1,29828,31589,0
1647,31677,1,1,36187,19209,1,3890,14350,19416,1,19416,19209,31677,1,3890,36187,3890,19209,31677,1,36187,14350,6,19209,31677,1,1,36187,19416,0
1648,31882,1,2,45684,35543,2,15503,11146,27517,2,27517,35543,31882,2,15503,45684,15503,35543,31882,2,45684,11146,9,35543,31882,1,2,45684,27517,0
1649,41813,1,1,43290,47599,1,25077,3053,33978,1,33978,47599,41813,1,25077,43290,25077,47599,41813,1,43290,3053,6,47599,41813,1,1,43290,33978,0
1650,46806,1,2,41071,22270,2,6226,44367,39774,1,39774,22270,46806,1,6226,41071,6226,22270,46806,1,41071,44367,5,22270,46806,1,2,41071,39774,0
1651,30769,2,2,40599,41103,2,11529,31984,20745,2,20745,41103,30769,2,11529,40599,11529,41103,30769,2,40599,31984,6,41103,30769,2,2,40599,20745,0
1652,46927,1,1,37293,1268,1,43211,23444,42725,2,42725,1268,46927,2,43211,37293,43211,1268,46927,2,37293,23444,7,1268,46927,1,1,37293,42725,0
1653,34146,2,2,35646,10477,2,26700,13523,27426,2,27426,10477,34146,2,26700,35646,26700,10477,34146,2,35646,13523,10,10477,34146,2,2,35646,27426,0
1654,43985,1,2,6590,41297,2,1277,40257,43773,2,43773,41297,43985,2,1277,6590,1277,41297,43985,2,6590,40257,5,41297,43985,1,2,6590,43773,0
1655,46876,1,2,11185,24299,2,21052,34159,15781,2,15781,24299,46876,2,21052,11185,21052,24299,46876,2,11185,34159,6,24299,46876,1,2,11185,15781,0
1656,228,2,2,3227,24831,2,17871,16098,24446,2,24446,24831,228,2,17871,3227,17871,24831,228,2,3227,16098,9,24831,228,2,2,3227,24446,0
1657,32155,1,2,5792,3020,2,34255,3982,8646,1,8646,3020,32155,1,34255,5792,34255,3020,32155,1,5792,3982,3,3020,32155,1,2,5792,8646,0
1658,16806,2,1,2728,5771,1,34820,1840,43795,2,43795,5771,16806,2,34820,2728,34820,5771,16806,2,2728,1840,8,5771,16806,2,1,2728,43795,0
1659,2761,1,1,9952,13549,1,14885,40854,31496,2,31496,13549,2761,2,14885,9952,14885,13549,2761,2,9952,40854,7,13549,2761,1,1,9952,31496,0
1660,7397,1,2,40600,38692,2,15191,40717,18889,1,18889,38692,7397,1,15191,40600,15191,38692,7397,1,40600,40717,10,38692,7397,1,2,40600,18889,0
1661,16300,1,1,10130,3365,1,611,47621,30381,2,30381,3365,16300,2,611,10130,611,3365,16300,2,10130,47621,7,3365,16300,1,1,10130,30381,0
1662,12689,2,1,24236,36572,1,22544,15778,28283,1,28283,36572,12689,1,22544,24236,22544,36572,12689,1,24236,15778,10,36572,12689,2,1,24236,28283,0
1663,9961,2,2,32577,9098,2,22928,22599,2281,1,2281,9098,9961,1,22928,32577,22928,9098,9961,1,32577,22599,8,9098,9961,2,2,32577,2281,0
1664,30236,2,1,22803,43119,1,41126,22981,23478,1,23478,43119,30236,1,41126,22803,41126,43119,30236,1,22803,22981,6,43119,30236,2,1,22803,23478,0
1665,16759,2,2,40627,11810,2,43546,9674,22800,2,22800,11810,16759,2,43546,40627,43546,11810,16759,2,40627,9674,4,11810,16759,2,2,40627,22800,0
1666,48613,1,2,34900,40911,2,20895,43274,3251,1,3251,40911,48613,1,20895,34900,20895,40911,48613,1,34900,43274,7,40911,48613,1,2,34900,3251,0
1667,11506,1,1,19936,45165,1,37610,24162,2773,2,2773,45165,11506,2,37610,19936,37610,45165,11506,2,19936,24162,8,45165,11506,1,1,19936,2773,0
1668,45688,1,2,3908,33425,2,40080,10882,48007,2,48007,33425,45688,2,40080,3908,40080,33425,45688,2,3908,10882,9,33425,45688,1,2,3908,48007,0
1669,35243,1,1,39835,40482,1,27102,5248,23253,2,23253,40482,35243,2,27102,39835,27102,40482,35243,2,39835,5248,9,40482,35243,1,1,39835,23253,0
1670,11950,1,1,9038,38263,1,46624,43282,30983,1,30983,38263,11950,1,46624,9038,46624,38263,11950,1,9038,43282,9,38263,11950,1,1,9038,30983,0
1671,37832,2,1,34606,40047,1,49430,1365,3251,1,3251,40047,37832,1,49430,34606,49430,40047,37832,1,34606,1365,9,40047,37832,2,1,34606,3251,0
1672,1235,1,1,34517,5425,1,28355,45079,8955,2,8955,5425,1235,2,28355,34517,28355,5425,1235,2,34517,45079,7,5425,1235,1,1,34517,8955,0
1673,18334,2,1,37835,26844,1,42655,34003,37170,1,37170,26844,18334,1,42655,37835,42655,26844,18334,1,37835,34003,8,26844,18334,2,1,37835,37170,0
1674,28659,1,1,22991,44368,1,43417,37886,1384,1,1384,44368,28659,1,43417,22991,43417,44368,28659,1,22991,37886,6,44368,28659,1,1,22991,1384,0
1675,39380,2,2,40782,49652,2,26016,12821,24239,1,24239,49652,39380,1,26016,40782,26016,49652,39380,1,40782,12821,5,49652,39380,2,2,40782,24239,0
1676,46256,1,1,26924,26244,1,18938,44311,9606,1,9606,26244,46256,1,18938,26924,18938,26244,46256,1,26924,44311,6,26244,46256,1,1,26924,9606,0
1677,3814,1,1,30669,13310,1,12340,8648,4475,1,4475,13310,3814,1,12340,30669,12340,13310,3814,1,30669,8648,9,13310,3814,1,1,30669,4475,0
1678,15368,1,1,27549,7610,1,4225,13206,24394,1,24394,7610,15368,1,4225,27549,4225,7610,15368,1,27549,13206,9,7610,15368,1,1,27549,24394,0
1679,1396,2,1,42423,33521,1,17116,29666,1776,2,1776,33521,1396,2,17116,42423,17116,33521,1396,2,42423,29666,3,33521,1396,2,1,42423,1776,0
1680,17082,2,1,12394,7404,1,25208,41846,19347,2,19347,7404,17082,2,25208,12394,25208,7404,17082,2,12394,41846,3,7404,17082,2,1,12394,19347,0
1681,40712,1,2,33830,7037,2,12398,22731,46611,1,46611,7037,40712,1,12398,33830,12398,7037,40712,1,33830,22731,3,7037,40712,1,2,33830,46611,0
1682,16857,2,1,20209,30531,1,22750,17786,48274,2,48274,30531,16857,2,22750,20209,22750,30531,16857,2,20209,17786,3,30531,16857,2,1,20209,48274,0
1683,32735,2,2,11040,38170,2,38670,9818,38467,2,38467,38170,32735,2,38670,11040,38670,38170,32735,2,11040,9818,4,38170,32735,2,2,11040,38467,0
1684,6314,2,2,11191,19268,2,34734,29922,14221,2,14221,19268,6314,2,34734,11191,34734,19268,6314,2,11191,29922,4,19268,6314,2,2,11191,14221,0
1685,12979,1,2,47936,21544,2,38385,48203,12144,1,12144,21544,12979,1,38385,47936,38385,21544,12979,1,47936,48203,5,21544,12979,1,2,47936,12144,0
1686,22458,2,1,28218,15214,1,30853,46585,40166,1,40166,15214,22458,1,30853,28218,30853,15214,22458,1,28218,46585,6,15214,22458,2,1,28218,40166,0
1687,22779,2,2,36841,34615,2,33038,38370,10171,1,10171,34615,22779,1,33038,36841,33038,34615,22779,1,36841,38370,4,34615,22779,2,2,36841,10171,0
1688,33315,1,1,33056,48601,1,16711,12902,48792,2,48792,48601,33315,2,16711,33056,16711,48601,33315,2,33056,12902,5,48601,33315,1,1,33056,48792,0
1689,40644,1,2,44428,21139,2,45258,24635,10144,2,10144,21139,40644,2,45258,44428,45258,21139,40644,2,44428,24635,8,21139,40644,1,2,44428,10144,0
1690,8641,2,2,22648,10634,2,37579,26399,26426,1,26426,10634,8641,1,37579,22648,37579,10634,8641,1,22648,26399,6,10634,8641,2,2,22648,26426,0
1691,44593,2,2,1774,48383,2,24203,11277,11735,1,11735,48383,44593,1,24203,1774,24203,48383,44593,1,1774,11277,7,48383,44593,2,2,1774,11735,0
1692,46671,1,2,27845,44268,2,17885,16533,13558,1,13558,44268,46671,1,17885,27845,17885,44268,46671,1,27845,16533,5,44268,46671,1,2,27845,13558,0
1693,45162,1,2,46997,42045,2,32811,22775,20800,2,20800,42045,45162,2,32811,46997,32811,42045,45162,2,46997,22775,6,42045,45162,1,2,46997,20800,0
1694,40207,2,2,23120,1983,2,40698,40222,20428,2,20428,1983,40207,2,40698,23120,40698,1983,40207,2,23120,40222,3,1983,40207,2,2,23120,20428,0
1695,37446,2,2,46774,48645,2,4026,31012,8259,1,8259,48645,37446,1,4026,46774,4026,48645,37446,1,46774,31012,3,48645,37446,2,2,46774,8259,0
1696,8519,2,2,15004,35654,2,7006,40586,1930,2,1930,35654,8519,2,7006,15004,7006,35654,8519,2,15004,40586,8,35654,8519,2,2,15004,1930,0
1697,46796,1,2,37185,37229,2,49570,46684,20690,2,20690,37229,46796,2,49570,37185,49570,37229,46796,2,37185,46684,4,37229,46796,1,2,37185,20690,0
1698,26154,2,1,13588,27062,1,7635,2037,9528,2,9528,27062,26154,2,7635,13588,7635,27062,26154,2,13588,2037,10,27062,26154,2,1,13588,9528,0
1699,16611,2,1,43394,8121,1,39174,36185,40288,2,40288,8121,16611,2,39174,43394,39174,8121,16611,2,43394,36185,8,8121,16611,2,1,43394,40288,0
1700,37325,1,2,25115,14751,2,30563,6174,19161,2,19161,14751,37325,2,30563,25115,30563,14751,37325,2,25115,6174,7,14751,37325,1,2,25115,19161,0
1701,6579,1,2,21117,2757,2,40188,33444,41153,2,41153,2757,6579,2,40188,21117,40188,2757,6579,2,21117,33444,9,2757,6579,1,2,21117,41153,0
1702,34906,2,2,30074,27024,2,36221,14818,5598,2,5598,27024,34906,2,36221,30074,36221,27024,34906,2,30074,14818,7,27024,34906,2,2,30074,5598,0
1703,29929,1,1,817,48423,1,17603,38441,29311,1,29311,48423,29929,1,17603,817,17603,48423,29929,1,817,38441,7,48423,29929,1,1,817,29311,0
1704,31539,1,1,45931,437,1,29517,7785,10394,2,10394,437,31539,2,29517,45931,29517,437,31539,2,45931,7785,3,437,31539,1,1,45931,10394,0
1705,16203,2,1,34305,16621,1,12441,10474,14727,1,14727,16621,16203,1,12441,34305,12441,16621,16203,1,34305,10474,8,16621,16203,2,1,34305,14727,0
1706,2262,2,2,5492,19244,2,43108,20663,3861,1,3861,19244,2262,1,43108,5492,43108,19244,2262,1,5492,20663,4,19244,2262,2,2,5492,3861,0
1707,46279,2,2,10517,17010,2,39700,18936,10651,2,10651,17010,46279,2,39700,10517,39700,17010,46279,2,10517,18936,8,17010,46279,2,2,10517,10651,0
1708,37052,2,2,4287,39064,2,30252,2431,15290,1,15290,39064,37052,1,30252,4287,30252,39064,37052,1,4287,2431,10,39064,37052,2,2,4287,15290,0
1709,40345,2,2,17189,2970,2,10095,19844,36445,2,36445,2970,40345,2,10095,17189,10095,2970,40345,2,17189,19844,6,2970,40345,2,2,17189,36445,0
1710,23262,1,2,21621,36692,2,6949,48403,2331,2,2331,36692,23262,2,6949,21621,6949,36692,23262,2,21621,48403,10,36692,23262,1,2,21621,2331,0
1711,6826,1,1,23482,38905,1,3182,34403,12568,1,12568,38905,6826,1,3182,23482,3182,38905,6826,1,23482,34403,5,38905,6826,1,1,23482,12568,0
1712,26304,2,2,38559,7348,2,10759,23941,38006,1,38006,7348,26304,1,10759,38559,10759,7348,26304,1,38559,23941,8,7348,26304,2,2,38559,38006,0
1713,5543,2,1,33434,30262,1,8325,47286,40292,2,40292,30262,5543,2,8325,33434,8325,30262,5543,2,33434,47286,3,30262,5543,2,1,33434,40292,0
1714,25599,1,2,44915,8417,2,10265,14252,23565,2,23565,8417,25599,2,10265,44915,10265,8417,25599,2,44915,14252,4,8417,25599,1,2,44915,23565,0
1715,43786,1,1,19462,14376,1,23457,9826,24403,2,24403,14376,43786,2,23457,19462,23457,14376,43786,2,19462,9826,9,14376,43786,1,1,19462,24403,0
1716,44733,1,1,1966,35598,1,10443,7169,29658,1,29658,35598,44733,1,10443,1966,10443,35598,44733,1,1966,7169,4,35598,44733,1,1,1966,29658,0
1717,45249,1,2,12398,44476,2,20050,35069,43342,2,43342,44476,45249,2,20050,12398,20050,44476,45249,2,12398,35069,5,44476,45249,1,2,12398,43342,0
1718,10521,1,2,32956,39612,2,2450,22364,45503,2,45503,39612,10521,2,2450,32956,2450,39612,10521,2,32956,22364,3,39612,10521,1,2,32956,45503,0
1719,49372,1,2,4819,17332,2,38399,12123,26192,2,26192,17332,49372,2,38399,4819,38399,17332,49372,2,4819,12123,8,17332,49372,1,2,4819,26192,0
1720,36059,2,2,17334,9987,2,43637,14795,18118,1,18118,9987,36059,1,43637,17334,43637,9987,36059,1,17334,14795,7,9987,36059,2,2,17334,18118,0
1721,32010,2,2,31992,8404,2,34999,18492,42396,1,42396,8404,32010,1,34999,31992,34999,8404,32010,1,31992,18492,10,8404,32010,2,2,31992,42396,0
1722,25664,1,1,33850,46496,1,34038,613,9535,2,9535,46496,25664,2,34038,33850,34038,46496,25664,2,33850,613,5,46496,25664,1,1,33850,9535,0
1723,45132,2,1,25002,37273,1,28240,49741,48281,2,48281,37273,45132,2,28240,25002,28240,37273,45132,2,25002,49741,3,37273,45132,2,1,25002,48281,0
1724,46135,1,2,42146,10879,2,8993,2683,4548,2,4548,10879,46135,2,8993,42146,8993,10879,46135,2,42146,2683,6,10879,46135,1,2,42146,4548,0
1725,42632,2,2,23524,4208,2,1935,27029,7161,1,7161,4208,42632,1,1935,23524,1935,4208,42632,1,23524,27029,3,4208,42632,2,2,23524,7161,0
1726,28655,1,1,13599,27971,1,19437,10693,15369,2,15369,27971,28655,2,19437,13599,19437,27971,28655,2,13599,10693,8,27971,28655,1,1,13599,15369,0
1727,28526,1,1,32079,25762,1,22008,29431,23854,1,23854,25762,28526,1,22008,32079,22008,25762,28526,1,32079,29431,10,25762,28526,1,1,32079,23854,0
1728,32407,2,2,13412,31078,2,11172,44561,29695,1,29695,31078,32407,1,11172,13412,11172,31078,32407,1,13412,44561,8,31078,32407,2,2,13412,29695,0
1729,14923,2,2,9063,17284,2,37272,17080,37849,2,37849,17284,14923,2,37272,9063,37272,17284,14923,2,9063,17080,4,17284,14923,2,2,9063,37849,0
1730,39242,1,2,9052,25639,2,21497,20874,41194,2,41194,25639,39242,2,21497,9052,21497,25639,39242,2,9052,20874,10,25639,39242,1,2,9052,41194,0
1731,20670,1,2,35398,16311,2,26767,34696,41565,2,41565,16311,20670,2,26767,35398,26767,16311,20670,2,35398,34696,7,16311,20670,1,2,35398,41565,0
1732,41609,2,2,11434,46606,2,25104,25234,4709,2,4709,46606,41609,2,25104,11434,25104,46606,41609,2,11434,25234,7,46606,41609,2,2,11434,4709,0
1733,17206,1,1,46869,3795,1,42770,18628,8661,1,8661,3795,17206,1,42770,46869,42770,3795,17206,1,46869,18628,9,3795,17206,1,1,46869,8661,0
1734,43376,1,2,46203,26091,2,23828,35215,21780,1,21780,26091,43376,1,23828,46203,23828,26091,43376,1,46203,35215,5,26091,43376,1,2,46203,21780,0
1735,3200,2,2,32218,26039,2,24750,43503,49804,1,49804,26039,3200,1,24750,32218,24750,26039,3200,1,32218,43503,3,26039,3200,2,2,32218,49804,0
1736,13846,2,2,2858,17833,2,6912,19757,36684,1,36684,17833,13846,1,6912,2858,6912,17833,13846,1,2858,19757,5,17833,13846,2,2,2858,36684,0
1737,18398,1,2,7255,10456,2,36376,25302,19988,1,19988,10456,18398,1,36376,7255,36376,10456,18398,1,7255,25302,9,10456,18398,1,2,7255,19988,0
1738,39476,1,2,6545,49129,2,15519,3287,33553,2,33553,49129,39476,2,15519,6545,15519,49129,39476,2,6545,3287,3,49129,39476,1,2,6545,33553,0
1739,17395,1,1,32029,28040,1,10405,45906,45082,1,45082,28040,17395,1,10405,32029,10405,28040,17395,1,32029,45906,9,28040,17395,1,1,32029,45082,0
1740,44366,1,2,5714,39027,2,21051,42480,32575,2,32575,39027,44366,2,21051,5714,21051,39027,44366,2,5714,42480,8,39027,44366,1,2,5714,32575,0
1741,21773,2,1,48016,6541,1,1241,48407,8873,2,8873,6541,21773,2,1241,48016,1241,6541,21773,2,48016,48407,4,6541,21773,2,1,48016,8873,0
1742,24194,2,1,3814,40319,1,27405,1234,15355,1,15355,40319,24194,1,27405,3814,27405,40319,24194,1,3814,1234,9,40319,24194,2,1,3814,15355,0
1743,19427,2,1,23934,23720,1,31488,34444,36906,1,36906,23720,19427,1,31488,23934,31488,23720,19427,1,23934,34444,10,23720,19427,2,1,23934,36906,0
1744,199,2,2,48017,45376,2,21290,28842,20517,1,20517,45376,199,1,21290,48017,21290,45376,199,1,48017,28842,10,45376,199,2,2,48017,20517,0
1745,29073,2,1,9901,33878,1,11494,32924,10475,2,10475,33878,29073,2,11494,9901,11494,33878,29073,2,9901,32924,7,33878,29073,2,1,9901,10475,0
1746,12943,1,2,24057,15711,2,6523,37591,34294,2,34294,15711,12943,2,6523,24057,6523,15711,12943,2,24057,37591,3,15711,12943,1,2,24057,34294,0
1747,46286,2,2,38081,26936,2,47620,24352,16121,1,16121,26936,46286,1,47620,38081,47620,26936,46286,1,38081,24352,5,26936,46286,2,2,38081,16121,0
1748,22460,1,2,14877,24225,2,8381,34883,48695,2,48695,24225,22460,2,8381,14877,8381,24225,22460,2,14877,34883,8,24225,22460,1,2,14877,48695,0
1749,29612,2,2,39925,43766,2,33403,24954,36891,1,36891,43766,29612,1,33403,39925,33403,43766,29612,1,39925,24954,9,43766,29612,2,2,39925,36891,0
1750,10088,2,1,16063,23876,1,24696,18297,4900,1,4900,23876,10088,1,24696,16063,24696,23876,10088,1,16063,18297,4,23876,10088,2,1,16063,4900,0
1751,39307,2,1,37724,10103,1,30915,40670,38628,2,38628,10103,39307,2,30915,37724,30915,10103,39307,2,37724,40670,9,10103,39307,2,1,37724,38628,0
1752,7409,2,2,45141,35521,2,5378,13955,8469,1,8469,35521,7409,1,5378,45141,5378,35521,7409,1,45141,13955,10,35521,7409,2,2,45141,8469,0
1753,13219,2,2,22846,13962,2,21245,39137,9190,1,9190,13962,13219,1,21245,22846,21245,13962,13219,1,22846,39137,5,13962,13219,2,2,22846,9190,0
1754,25644,1,2,21633,24848,2,14146,36797,21386,2,21386,24848,25644,2,14146,21633,14146,24848,25644,2,21633,36797,10,24848,25644,1,2,21633,21386,0
1755,15009,1,2,18497,35761,2,11596,14839,44515,1,44515,35761,15009,1,11596,18497,11596,35761,15009,1,18497,14839,8,35761,15009,1,2,18497,44515,0
1756,17008,1,1,20739,7442,1,46034,14972,3941,2,3941,7442,17008,2,46034,20739,46034,7442,17008,2,20739,14972,8,7442,17008,1,1,20739,3941,0
1757,39400,1,1,41471,44987,1,31509,4171,2890,1,2890,44987,39400,1,31509,41471,31509,44987,39400,1,41471,4171,7,44987,39400,1,1,41471,2890,0
1758,23263,1,2,21391,3252,2,46370,37047,17436,1,17436,3252,23263,1,46370,21391,46370,3252,23263,1,21391,37047,7,3252,23263,1,2,21391,17436,0
1759,7219,1,1,24739,24824,1,9535,11454,7271,2,7271,24824,7219,2,9535,24739,9535,24824,7219,2,24739,11454,5,24824,7219,1,1,24739,7271,0
1760,23124,2,2,24446,41741,2,8222,28450,16444,1,16444,41741,23124,1,8222,24446,8222,41741,23124,1,24446,28450,7,41741,23124,2,2,24446,16444,0
1761,22354,1,1,30903,29713,1,39676,31434,27433,2,27433,29713,22354,2,39676,30903,39676,29713,22354,2,30903,31434,8,29713,22354,1,1,30903,27433,0
1762,11172,2,2,37940,46436,2,13043,48607,38862,2,38862,46436,11172,2,13043,37940,13043,46436,11172,2,37940,48607,10,46436,11172,2,2,37940,38862,0
